,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
1,sn000014,2016-10-31,52.269230769230774,512.9230769230769,9.432558551435072,14.961538461538463,1193.9326923076926,5.0,5.384615384615384,32.89959117527635,9.16557517582696,10.13231034584584,30.423076923076927,85.0,100.0
2,sn000014,2016-11-30,51.5,511.95,8.550776413129354,15.2,1099.8308333333337,5.0,5.35,52.28224237634974,6.7275827119306895,21.68374408803054,29.75,100.0,92.0
3,sn000014,2016-12-31,51.95652173913044,512.6434782608695,9.449675618499148,13.791304347826085,1113.120434782609,5.0,5.208695652173913,53.00832897462713,10.629321287756232,42.69100494475682,28.08695652173913,92.0,93.0
4,sn000014,2017-01-31,51.03738317757009,512.5046728971963,8.881587904196305,14.373831775700936,1085.1981308411212,5.0,5.102803738317757,48.94642740944295,8.492222704797735,73.86565793494839,28.046728971962608,93.0,91.0
5,sn000014,2017-02-28,52.44,512.62,9.157449162249863,14.57,1132.5580000000002,5.0,5.74,51.966337776675566,10.091229108267948,106.15003560631058,29.06,91.0,95.0
6,sn000014,2017-03-31,52.77611940298507,512.6119402985074,8.995826693379469,15.164179104477613,1137.346517412935,5.0,5.4477611940298525,45.310228060257366,7.784041498945599,147.62007528016397,29.910447761194035,95.0,95.0
7,sn000014,2017-04-30,53.308823529411775,513.0882352941177,9.353508140529518,14.852941176470587,1161.9264705882354,5.0,5.735294117647059,37.42953266500452,7.292612084977937,178.80143989477338,30.69117647058824,95.0,97.0
8,sn000014,2017-05-31,52.76543209876543,513.0123456790124,8.951049834006268,15.419753086419751,1153.7497942386835,5.0,5.395061728395062,43.21163742021964,7.043955203857307,207.29402653962933,31.06172839506173,97.0,97.0
9,sn000014,2017-06-30,50.328125,511.6875,9.371995707519606,14.328125,1132.9325520833333,5.0,5.328125,47.06035375985015,7.5814824818368605,236.49367410377582,33.234375,97.0,95.0
10,sn000014,2017-07-31,49.26666666666666,511.36666666666673,9.653235555294382,14.166666666666664,1146.330277777778,5.0,4.966666666666667,41.471588197734654,5.663655667423392,264.7242242499252,33.55,95.0,96.0
11,sn000014,2017-08-31,52.78378378378378,513.0540540540541,9.23657866155544,15.486486486486484,1194.5621621621628,5.0,5.45945945945946,48.62606698792045,4.847418846904018,284.6021912434229,33.21621621621622,96.0,100.0
12,sn000014,2017-09-30,50.069767441860456,511.9069767441861,9.505858637246783,14.069767441860465,1117.8531007751938,5.0,4.906976744186046,52.66636413483611,8.284393221735026,305.78178146301116,31.627906976744185,100.0,94.0
13,sn000014,2017-10-31,48.20512820512821,510.05128205128204,9.779070689313166,13.923076923076925,1118.8730769230776,5.0,4.871794871794871,41.257413335784,3.805050372850888,327.93908273759536,30.76923076923077,94.0,94.0
14,sn000014,2017-11-30,50.29787234042554,511.57446808510633,9.231261253695543,14.297872340425535,1084.2574468085108,5.0,5.127659574468085,42.19047176672393,6.722621130850903,352.83716682062675,29.14893617021277,94.0,91.0
15,sn000014,2017-12-31,53.35820895522389,513.0298507462686,8.856661660104898,14.8955223880597,1110.2910447761196,5.0,5.82089552238806,44.39627972924252,7.463651195712567,378.6901137853012,27.98507462686567,91.0,93.0
16,sn000014,2018-01-31,53.55208333333334,513.8229166666666,8.803136102141037,14.9375,1118.703125,5.0,6.322916666666668,30.39455219936049,9.634173460491567,405.83899824030226,28.26041666666667,93.0,94.0
17,sn000014,2018-02-28,52.58208955223882,513.0597014925373,10.023573093573097,13.671641791044776,1126.1271144278608,5.0,5.373134328358209,42.860195856021136,7.32206690181237,433.87908753312513,27.65671641791045,94.0,94.0
18,sn000014,2018-03-31,52.548387096774185,512.1612903225806,9.459724188798592,15.048387096774194,1136.0682795698926,5.0,5.354838709677419,50.33659330286176,9.077004419908633,462.14197652488457,27.693548387096772,94.0,95.0
19,sn000014,2018-04-30,51.53623188405797,511.072463768116,9.231349148476717,14.73913043478261,1127.7342995169085,5.0,5.27536231884058,37.7469314317605,6.011820009178866,491.54594299346536,30.55072463768116,95.0,95.0
20,sn000014,2018-05-31,53.38775510204081,512.9183673469388,9.110965333431688,14.816326530612244,1111.971768707483,5.0,5.204081632653062,37.07381074150986,7.425227854600222,515.3205749734444,31.897959183673468,95.0,93.0
21,sn000014,2018-06-30,45.625,509.83333333333326,9.040100218068966,14.625,1107.1114583333335,5.0,4.666666666666667,33.49973595787436,5.720339263277812,534.9446066718217,32.979166666666664,93.0,93.0
22,sn000014,2018-07-31,47.422222222222224,510.3777777777778,8.543097215344376,14.666666666666664,1054.4200000000003,5.0,4.711111111111111,37.57289576732537,4.300750172333112,555.8130753885919,33.42222222222223,93.0,88.0
23,sn000014,2018-08-31,48.422222222222224,510.88888888888886,9.569421246013091,13.911111111111113,1117.9107407407403,5.0,5.022222222222221,40.548027678667324,6.278330681504015,575.3830467317117,34.13333333333333,88.0,94.0
24,sn000014,2018-09-30,48.70909090909091,510.4181818181818,9.346448091265147,14.036363636363635,1075.9909090909096,5.0,5.4,32.10780265135969,5.579042920068329,598.04056921249,32.8,94.0,90.0
25,sn000014,2018-10-31,45.0,509.1428571428572,8.824404761904761,15.428571428571427,1158.3071428571432,5.0,5.571428571428571,42.052834405115924,7.502554085080397,612.0023576929925,31.0,90.0,97.0
26,sn000014,2018-11-30,46.50980392156863,509.5098039215686,8.650894773969291,15.03921568627451,1077.3784313725494,5.0,4.6078431372549025,46.82167418591179,7.019137094593427,623.4201222527381,28.862745098039216,97.0,90.0
27,sn000014,2018-12-31,40.3,506.05,8.708841455385572,15.2,1104.691111111111,5.0,4.816666666666666,38.00155141737097,8.10608142823267,642.3744374110207,28.516666666666666,90.0,93.0
28,sn000014,2019-01-31,42.106382978723396,507.06382978723406,8.73568397513346,15.851063829787234,1160.9368794326242,5.0,4.829787234042553,47.88182864801868,7.35159317628238,660.8038393212547,28.106382978723406,93.0,97.0
29,sn000014,2019-02-28,44.85714285714285,508.90476190476187,9.134793058637594,14.285714285714285,1098.7603174603178,5.0,4.738095238095238,30.85851070445181,6.276436111612147,680.7620112501564,28.619047619047624,97.0,92.0
30,sn000014,2019-03-31,43.72549019607843,507.86274509803917,8.717503330087558,14.705882352941178,1066.7794117647059,5.0,5.313725490196078,36.545776061978344,6.69319604639323,700.7965693088443,28.705882352941174,92.0,89.0
31,sn000014,2019-04-30,43.3448275862069,507.86206896551727,9.187004606181564,15.06896551724138,1142.0379310344827,5.0,5.310344827586206,27.4513121031385,3.465233085470314,722.2870602422375,29.655172413793107,89.0,96.0
